gene_id,SRR7819740,SRR7819751,SRR7819759,SRR7819764,SRR7819779,SRR7819802,SRR7819811,SRR7819835,SRR7819862,SRR7819866,SRR7819851,SRR7819863,SRR7819867,SRR7819869,SRR7819870,SRR7819871,SRR7819875,SRR7819885,SRR7819891,SRR7819893
MSRB1,1963,1362,2183,1705,2205,1158,2148,2566,3189,2040,4249,3095,4052,3222,1880,5384,2694,2687,1576,2743
MSTN,0,0,0,0,0,0,0,0,0,14,14,25,13,31,53,5,29,46,0,0
MSX2,285,1659,212,61,1022,22,41,0,249,211,114,146,182,452,658,115,202,384,48,411
MT1E,4101,5614,2222,1329,4408,6279,1227,2535,6496,4896,1644,2729,13734,3266,5480,4275,6196,4257,1761,2601
MT2A,8419,15584,8684,7900,16127,14391,40172,7620,22161,15038,8723,12764,44328,15168,20651,22924,28036,16917,3811,10461
MT4,0,5074,112,0,16140,0,0,0,12,1934,12,0,0,0,0,5,0,0,0,529
MTPN,635,432,660,556,580,1069,651,547,508,384,153,683,107,1058,682,725,1227,1057,232,721
MUC1,1040,1858,1850,16040,3793,21,54,13,3891,92,2232,183,59,692,886,628,1724,295,519,5388
MVP,6847,4367,3821,5380,4515,4523,11889,7914,7905,3386,6777,10272,9136,6170,7047,9512,5028,6373,3413,10495
MX1,1221,512,755,940,414,1960,2849,1110,4262,744,3324,3084,15553,6910,44347,3288,10262,2205,623,2353
MX2,1492,219,830,692,574,630,972,444,2187,345,938,1726,2240,1549,7590,1506,1742,667,551,2021
MYBPC3,12,0,0,0,4,0,0,0,0,8,0,0,0,0,0,18,0,8,3,0
MYC,3133,2948,2573,2387,4598,5823,9687,4072,4613,1982,5365,2777,2059,4236,4677,7308,3096,5335,4258,3179
MYCBP,434,212,285,253,292,154,178,221,764,454,347,568,375,563,355,308,416,339,196,359
MYH1,40,0,0,11,0,0,0,5,7191,9,4,503,153,64,31,0,63,179,0,25299
MYH2,27,5,3,131,4,7,0,7,25133,45,0,496,246,467,226,8,278,286,14,44992
MYH3,0,11,46,0,0,0,0,0,3501,708,0,0,18,6,0,0,0,0,0,18179
MYH4,0,0,0,0,0,0,0,0,269,0,3,15,0,3,0,0,5,17,0,952
MYH7,262,188,216,268,211,140,62,455,1719,767,203,219,386,339,634,281,177,160,272,18437
MYH8,0,0,0,0,0,0,0,17,6959,21,0,27,48,51,0,0,26,74,0,2869
MYH9,36520,31362,26476,46722,32285,56131,61703,55868,38527,7764,27713,81248,36492,53746,43056,45463,58754,91627,19502,57191
MYL2,0,0,0,0,0,0,12,11,2524,1386,14,0,12,0,0,0,0,0,0,10192
MYL9,8385,7148,10316,21330,7304,5501,10653,6514,14365,11844,7691,20773,12244,17316,13054,15183,9166,22629,4429,11335
MYOC,6,296,146,61,73,1548,0,51,158,701,18,170,622,2010,2821,132,29,254,55,775
MYOZ1,75,42,38,35,42,21,30,72,1963,253,113,38,70,60,35,48,40,108,38,3861
NACA,48636,58766,46073,43325,62106,28240,34334,57154,118124,100355,45663,54222,77828,75115,70068,75762,54757,51643,76136,69152
NCAM1,391,374,389,815,377,53,4,21,302,176,2337,1039,672,770,560,289,1163,1851,80,277
NCF2,275,73,95,134,107,474,694,554,714,145,333,1242,212,262,481,1030,292,362,171,1154
NCLN,2034,2320,1329,1901,2641,2484,2692,3335,2509,1065,3585,2875,2311,2339,1944,2634,2488,3300,1780,3053
NCR1,0,2,4,6,0,17,17,0,6,0,6,0,0,0,15,0,14,0,0,3
NCSTN,5684,6145,4030,5280,6296,6347,8214,7018,7501,2246,7384,7608,6358,6835,6073,6811,4666,8322,4331,8369
NDE1,1486,2340,1942,2425,2543,945,1091,587,1984,1845,935,2057,967,3062,2563,3088,2403,3576,626,2453
NDRG1,10910,6423,12174,9343,9610,5613,3771,2303,10599,3010,9633,5099,2054,6580,11378,8413,17686,9157,17408,13578
NDUFB6,2563,2486,1400,1972,2691,2793,2145,4292,6123,4492,4461,4509,3264,3992,2358,2431,2644,2755,1679,3168
NDUFS8,3418,3566,1828,2829,4427,2863,3439,6956,3508,3958,4666,4290,3750,3016,1920,3948,1530,2918,2687,4606
NECTIN1,4344,11299,4139,3990,11080,882,2017,400,3673,1825,3120,10465,7118,10909,5313,6527,11217,14010,1280,5888
NECTIN4,2758,1639,1510,828,3158,5,18,4,1788,907,238,1092,1042,663,1610,1683,971,1539,1590,2643
NEFH,4,4,0,3,5,30,0,0,12,0,767,171,18,41,0,10,678,725,0,5
NFKB1,3193,2139,2082,2424,2664,2467,3389,1967,3761,1380,1927,3571,3020,2973,5065,4813,1788,3574,1581,4746
NFKBIL1,1116,966,718,1076,1079,926,1222,1959,1453,992,960,854,1117,1366,1155,1117,896,863,1068,1210
NFKBIZ,973,1632,2374,1021,3879,4195,6286,1391,1243,721,1240,1836,1356,2256,3744,9240,3366,3275,193,2752
NGB,0,34,6,7,6,68,22,48,0,14,82,0,9,0,0,0,0,8,0,0
NGF,18,17,8,31,7,23,654,42,65,23,21,100,23,4,37,28,15,30,14,19
NHLRC1,85,56,60,70,66,91,214,130,124,87,81,170,104,63,86,67,56,83,125,98
NICN1,1585,575,565,789,1064,911,1164,302,1066,413,248,1112,710,571,786,1200,497,2091,648,1300
NIP7,1787,1307,1567,1023,1442,1344,1185,905,4507,1721,1961,2254,1246,2478,2147,2399,2055,2489,1600,1887
NKX2-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKX2-5,24,5,12,6,124,12,2,0,2,11,633,22,91,31,113,31,22,117,0,64
NME1,3662,5008,2148,2612,4022,1336,1465,697,6276,4418,10672,8349,5007,4720,2188,2014,4569,5358,2813,3973
NME2,10719,8236,6559,10839,8180,9060,15047,13354,19814,13481,20926,13774,14746,15485,9659,8741,8836,10238,7217,12041
NOD2,604,321,281,363,529,426,546,258,493,256,347,489,676,749,741,3333,498,807,93,949
NOS1,0,0,0,0,0,18,0,0,0,3,0,0,0,13,0,0,0,4,0,11
NOS2,60,211,62,158,166,768,218,2774,105,144,126,83,32,60,113,371,30,145,65,155
NOS3,321,1059,685,831,463,2971,4575,469,1192,414,1615,1953,462,370,790,1917,517,1219,177,1015
NOX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOX5,24,113,834,153,20,74,44,20,39,33,0,13,0,40,18,109,41,0,16,590
NPC1,8040,3115,5918,3819,7621,3442,3210,3833,6712,1612,2128,4876,4941,4527,6970,5718,5958,8333,4713,11639
NPC1L1,77,39,40,94,38,26,31,29,85,53,136,96,95,126,171,130,83,358,34,142
NPC2,6258,3085,3506,3729,5127,5995,9898,8880,17804,10777,11164,15389,3705,6025,10112,8993,8386,10124,4249,12295
NPHP1,380,250,130,316,219,177,253,136,563,302,390,553,951,865,446,414,289,664,98,371
NPHP4,1275,738,469,659,838,483,702,470,995,396,968,1320,1036,1124,1005,986,901,1477,650,902
NPM1,34920,28970,26021,27283,32703,13572,19186,21092,60199,31994,33353,38279,34869,47812,38738,37322,41068,34223,57244,33736
NPPA,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NPVF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPY1R,41,20,116,48,34,78,22,23,90,61,3,25,0,7,313,156,0,0,9,14
NPY5R,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,6,0,0,3,0
NR3C1,1009,789,1696,1569,928,2670,1074,2249,898,455,511,1097,260,1849,1675,1362,1375,1592,528,1461
NR4A1,5970,995,1199,3242,4462,3301,25236,1045,8678,2902,4094,2659,9302,3080,7790,13336,2552,9049,403,1520
NRAS,1609,1155,1476,1196,1690,1714,1126,1042,1884,934,539,1765,507,1741,1641,1680,1713,2363,613,1761
NTS,17,11,9,27,25,0,0,0,21,44,41,0,55,6,134,10417,0,23,0,4
NUDT3,2240,2336,1353,1779,1952,1921,1713,2519,3206,2611,2399,2278,1651,2785,1947,1873,2001,2434,1616,2402
OAS1,1007,298,446,819,317,973,1846,525,2622,586,2656,2981,7066,4697,12010,1237,5031,2220,275,1357
OAS2,2198,1165,1177,2509,1000,3203,8558,2979,6211,1646,4158,5773,8957,3881,15274,2973,7298,3791,498,4008
OAS3,1144,148,465,608,534,503,690,158,650,132,665,772,1407,1268,3697,895,2363,1438,174,818
OASL,1636,645,639,1185,731,841,2089,646,3129,863,2038,2304,4569,2913,9422,1767,3191,1192,356,1771
OAZ1,13147,15155,8368,10636,13128,23201,21918,31057,26607,21055,16848,18439,12409,13867,12128,18852,9795,12152,9167,18883
OAZ2,3919,4735,2615,3711,4446,2969,7290,2765,7766,4414,5630,7958,5291,9118,4882,5194,4020,7564,2549,5772
OAZ3,103,48,32,115,463,195,118,280,689,146,32,65,74,71,67,113,49,74,92,190
OBP,876,20,4,0,13,0,0,0,0,97,40,32,103762,10403,21,115,42,2711,0,0
OBP2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCLN,2740,813,1879,1019,2149,96,51,45,3281,1260,209,1059,939,1469,2792,1719,1818,2022,1917,2977
ODAM,9,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0
OOEP,0,5,0,0,15,26,73,49,18,13,20,91,0,0,16,20,15,0,3,24
OPN1LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPRK1,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0
OPRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPTC,6,8,0,7,5,6,4,5,0,6,31,25,66,31,13,10,0,26,0,15
OR10A3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR10AG65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR10K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11G2B,2,0,0,2,0,0,0,0,4,0,0,0,7,0,3,0,1,2,1,0
OR11G5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11G9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR11J6,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
OR13C1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR13F1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR1E2,0,2,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
OR2D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2F1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR2T11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4S7,9,0,0,2,3,3,0,0,11,0,0,0,5,0,14,4,6,15,2,2
OR51P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR51T1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0
OR52J8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR52N2G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR52P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR55B1,4,3,1,2,4,0,6,7,0,0,0,2,7,2,1,9,0,5,0,0
OR56A3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR56B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5I1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR5L1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6AA6,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OR6B9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C1K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C69,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OR6C69G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6C74,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
OR6D7,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OR6N1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR6N2,0,0,0,3,0,8,0,0,8,0,3,4,7,0,4,0,0,0,0,2
OR6P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR7A74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9K2C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR9S5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OSTC,1696,1223,1288,1283,1345,1195,1876,1203,5384,2466,4583,4521,1923,2766,2017,1612,2228,2387,1778,2207
OTUB1,2985,2626,1667,1841,3170,1234,1747,1355,3216,2246,2387,3214,2422,2864,2522,2682,2334,2751,1799,2946
OXTR,469,65,220,1318,286,10,0,0,556,145,41,501,198,804,168,258,1643,1804,186,510
P2RX7,434,354,337,226,709,151,211,89,448,292,142,575,349,568,1115,614,619,782,156,700
P2RY1,32,156,181,82,88,104,33,93,27,70,43,52,2,19,11,45,15,56,34,95
P2RY11,26,34,22,28,59,19,24,7,35,14,65,137,57,26,54,54,64,76,13,47
P2RY12,10,33,34,30,12,582,65,335,252,87,20,211,10,39,74,67,49,87,17,84
PABPN1,6505,4556,2492,3537,5605,2363,4482,2770,6608,2498,4143,4215,5082,3358,3659,4726,2193,4794,4739,5070
PADI6,0,6,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PALM2AKAP2,115,34,143,163,66,115,197,59,47,51,27,85,18,292,142,275,552,325,6,65
PARP4,1660,936,1567,1514,1859,3084,2448,1371,2722,582,1213,2859,1508,1523,2239,1532,2247,2984,1047,3199
PAX6,0,10,0,2,17,16,0,0,0,0,39,49,51,26,0,0,12,11,4,0
PAX8,22,0,6,13,0,0,42,22,18,10,0,31,0,13,10,0,0,4,0,21
PCARE,10,60,27,16,118,7,9,0,26,60,37,54,179,414,97,171,52,58,0,17
PCK1,21,1865,164,66,840,62809,5,209547,54,4830,19,0,0,20,132,1765,5,7,0,286
PDC,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0
PDCD1,34,11,24,12,0,18,7,0,45,32,40,37,51,25,45,88,35,52,0,30
PDE1A,55,149,52,179,43,868,257,307,89,96,0,151,15,48,240,169,72,188,12,95
PDE5A,275,242,549,514,159,2017,498,1128,435,172,124,362,55,599,281,366,513,917,24,377
PDE6A,0,0,0,0,0,0,4,0,9,0,11,0,0,57,0,0,0,0,0,0
PDE6B,35,5,40,26,12,0,0,0,56,0,16,5,0,0,96,0,19,14,172,16
PDE6D,1216,979,555,1033,862,826,1863,1279,2190,1545,1246,1789,1337,1381,1223,1360,1022,1292,762,1549
PDE6G,0,0,0,6,0,0,0,0,0,0,48,4,4,4,0,0,0,10,0,5
PDGFA,501,525,496,1039,772,251,1289,112,1204,667,560,1241,434,770,1119,1381,696,1913,159,745
PDGFB,97,150,130,264,141,181,714,210,316,86,273,502,70,214,247,367,208,415,60,151
PDGFRB,2386,2219,1667,6728,909,8022,17332,5045,3888,1636,2906,7362,832,1430,2036,8122,1984,6176,1637,3108
PDPN,1897,3283,1781,4107,2891,9864,11145,2098,5890,3891,1151,3014,375,669,1988,7969,1562,975,566,6017
PDS5A,5576,3138,4458,3771,4095,5111,2567,2795,5819,1564,2321,4408,3979,7171,6048,4500,6083,6959,2981,5795
PDX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEBP1,8023,4639,4152,4533,5391,8209,3711,8832,13430,8795,6323,9513,4746,7862,10224,7311,4899,6483,5857,11265
PECR,490,859,522,401,947,450,421,413,689,667,350,591,280,782,1122,532,720,705,420,747
PEG10,1437,83,41,207,118,222,372,641,305,226,2775,307,2261,111,134,101,29,411,158,102
PFDN1,1524,1619,890,1107,1721,870,1278,1976,4343,2957,1991,2546,2160,2412,1741,1490,1659,1975,1264,2192
PFDN5,9812,10258,6682,11398,9941,7511,11672,17990,18550,19179,9654,10260,15409,15941,11876,13687,8097,7320,9634,13230
PFDN6,2271,2860,1347,2354,2914,1469,2049,2614,4762,3471,3231,2976,3723,3138,2698,2757,1843,2097,2456,3521
PFKM,2821,1324,1825,2047,1625,949,1184,1107,4028,1281,2610,2596,3329,6602,3502,3514,2610,4882,2253,4655
PGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
PGAP3,707,393,708,543,761,304,241,255,692,305,183,429,352,719,735,646,406,702,537,835
PGB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGR,939,109,383,243,539,54,24,0,1120,493,82,489,928,686,2143,613,279,406,284,859
PGRMC1,7673,5446,4798,4983,7020,7404,9209,7491,15075,7277,6104,8099,6624,7152,8052,7957,6999,7743,5860,9731
PHB,5908,4455,3466,6017,4728,3213,4187,7786,7736,4489,8220,5638,5812,7065,5005,5053,5508,5330,5053,5400
PI3,18190,5993,8232,18363,5611,8814,13620,11915,7205,20802,13323,5816,5408,4590,3336,22386,6666,4239,5125,19318
PIGR,77207,9813,53014,43465,26556,67,332,46,52939,11410,42319,17582,22501,87785,83821,57328,62077,34380,52751,119350
PIGY,1711,1203,208,976,1337,250,1348,3,3720,2105,1402,2024,1415,2382,1496,1745,1469,1507,192,1426
PIK3C3,2854,1764,1902,2053,2211,1737,1551,1824,3688,1184,1381,2411,2918,3096,3211,2579,2189,2837,2066,3526
PIM1,790,1455,1636,2972,1248,1349,2542,1425,1353,555,403,568,422,297,858,3157,922,724,1725,2182
PIMREG,646,355,41,152,350,20,160,52,454,149,909,657,442,96,11,10,105,162,127,58
PIP5K1A,3869,2762,2642,3034,4163,3004,3558,1829,3984,2067,2462,3314,3293,3695,4163,4530,3320,4109,3264,4383
PKD1,7318,8160,3843,9403,10044,15046,17029,5666,5043,1316,7847,9193,5232,5921,5055,5543,4155,10046,2176,7596
PKLR,16,0,0,0,15,2,6,0,0,0,0,3,11,0,7,4,0,6,0,8
PKP1,5662,32493,12806,4500,41528,49,34,15,6950,9610,1056,16968,5053,6190,6657,5913,15814,18449,641,21884
PLA2G15,555,596,370,388,505,1069,1588,1758,772,527,1299,1768,735,641,517,653,766,912,446,1178
PLA2G1B,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PLA2G4B,260,295,512,197,679,175,263,72,148,157,109,383,121,206,173,244,118,428,178,567
PLA2G7,1632,2151,1922,1490,3115,3699,11949,3749,9816,3373,2997,9561,3377,3318,4176,3102,6798,3976,166,7796
PLAC1,21,15,17,34,14,10,53,12,84,28,104,68,43,28,57,30,12,48,42,37
PLAU,249,548,301,541,347,1489,3979,1133,1175,196,726,3067,241,439,646,885,1525,2907,142,644
PLCE1,2002,367,3607,2129,1087,1235,915,407,1408,379,239,1288,1644,5160,3202,1456,1724,3153,1930,1614
PLEK,454,382,203,460,257,3133,1990,2907,1615,348,1020,1899,385,523,1247,1624,1160,779,221,1502
PLEKHA8,395,206,355,363,354,219,227,217,292,169,207,309,174,245,271,256,442,466,334,297
PLG,0,0,0,0,0,0,0,0,0,0,44,27,27,10,0,0,0,12,0,0
PLN,46,34,780,29,37,77,24,35,652,193,16,6,20,21,65,165,8,44,0,421
PLOD1,11418,4919,6049,10553,6129,8560,10863,20293,14758,6042,29403,45202,27668,41774,10825,21616,27378,43905,7030,15490
PLP1,0,14,40,0,18,30,7,0,50,29,0,11,56,0,59,18,20,72,0,14
PMAIP1,14,10,6,5,13,16,38,8,6,28,33,12,9,12,44,35,4,6,0,17
PMCH,42,11,4,0,3,5,0,0,35,0,16,39,15,15,0,19,12,17,0,6
PMEL,150,146,36,114,199,45,124,61,126,77,107,144,147,121,112,126,98,195,70,130
PNLIPRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNN,10644,4920,4695,5954,8021,3348,3924,1810,11477,2362,4116,6566,7779,6183,7254,7634,4937,9045,8918,8995
PNPLA1,8,491,380,0,1029,8,0,0,2,362,0,86,6,53,53,157,32,55,0,593
PODXL,2442,1298,2925,3316,1874,2282,4118,922,5701,964,2111,5189,1120,2085,2901,3837,3050,6946,1192,6666
POFUT1,848,614,655,792,655,1361,816,959,843,572,697,998,441,1646,1216,1021,947,1516,556,982
POLDIP2,4867,4100,2950,3989,4260,4015,4314,6654,6115,4005,7284,5195,5447,5683,4447,5594,3553,4804,4288,5310
POMGNT2,471,671,418,462,601,684,801,675,664,503,994,848,590,1098,626,669,470,887,481,611
PON2,3175,6002,3882,1942,7714,8999,2429,7011,11331,8079,3530,8395,5822,11188,7848,4084,7279,7379,1899,8182
POR,3451,2230,1971,1482,4273,2337,2471,2440,3676,2297,4044,3546,3094,3086,2994,3726,2694,3944,1113,4249
POU1F1,19,6,16,12,7,7,9,0,10,5,5,0,11,0,0,7,0,12,11,5
PPAN,1792,2430,1066,1936,2279,1234,2417,1799,2801,1808,4311,2596,2553,2133,1544,2521,1519,1956,2049,2559
PPARA,226,426,155,218,346,700,70,944,177,163,75,41,130,185,99,210,12,137,119,192
PPARD,980,843,810,887,1065,1816,744,1483,1131,393,581,1067,678,1245,1152,1425,1141,1286,375,1219
PPARG,304,2956,423,1443,878,12830,1405,20714,966,1868,887,469,269,425,871,836,184,294,556,1802
PPBP,6,18,99,13,11,227,38,24,59,42,20,6,0,14,24,794,13,17,6,65
PPFIBP1,2519,2456,3286,4764,2848,4090,3302,1673,3024,1176,733,2722,849,4597,6590,4713,4376,8184,1600,4246
PPIAP1,131,129,69,108,118,37,136,91,201,150,75,122,107,61,57,78,67,115,81,94
PPIAP4,1075,1536,544,1085,1262,418,1769,804,1694,1798,1171,1447,1586,648,806,1147,651,899,1052,1387
PPIL4,1125,795,987,956,980,1235,637,692,2007,603,671,1152,925,1874,1812,1629,1777,1938,823,1722
PPP1CA,7062,5214,4355,4540,6364,5297,5040,9311,10001,5653,5892,8348,4530,5598,5072,6673,4647,5603,5613,7704
PPP1CB,3236,2890,4133,2840,3973,4275,2042,2494,4936,3909,2364,5701,1041,6120,6140,5400,7161,6762,2390,6767
PPP1CC,3300,2210,2689,2535,2995,3034,2228,2295,4931,2912,1559,3830,1921,4522,4432,4601,4557,4814,2319,4836
PPP1R1A,267,136,534,1144,216,1094,128,1073,660,363,12,69,19,19,11,115,43,62,867,681
PPP1R2,1940,1380,1963,1323,1755,1880,1400,1450,6602,1984,1161,1804,1389,4281,2188,2384,3248,2592,1408,2373
PPP2CA,3387,3481,3105,2504,4309,4235,2488,4258,5479,3671,3010,4471,2753,4330,4656,4169,4534,4530,2823,4613
PPP3CA,511,377,679,647,383,1065,379,568,594,288,372,929,271,2234,1219,821,2071,2037,308,859
PPT1,4338,2671,2349,2651,3028,4272,6558,4033,7114,2553,3337,6738,2016,3525,4003,4026,3309,4253,1842,5092
PPY,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRCD,26,41,9,48,24,67,39,154,0,25,16,13,16,0,6,32,0,16,32,13
PRDX1,21682,15852,15450,14453,17612,17137,14337,40197,50630,27334,37798,35718,26434,30664,19745,23770,21877,28582,52564,33488
PRDX3,5297,3214,3200,3374,3445,8521,3196,11209,10261,5203,3379,7230,5077,7842,4743,4107,5601,6570,3997,5067
PRF1,30,5,24,25,5,19,30,5,24,31,59,27,32,8,64,73,26,21,14,47
PRKACA,1010,835,687,869,767,1796,996,3635,851,300,1131,1092,822,1670,1288,1153,1038,1640,508,1248
PRKCD,1918,1026,1139,1101,1815,1192,1313,1103,3196,1077,1144,2765,1860,2890,2557,4119,1431,2785,1043,2490
PRKDC,6390,2362,3378,3182,3244,2514,2293,1645,3268,804,1468,3191,3658,5508,3681,2353,3940,4800,2842,2897
PRL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRM2,4,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PRNP,1001,3109,1863,2245,2629,4996,2429,3597,2100,1714,645,3116,884,4253,2926,1869,3356,4359,429,3318
PROC,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
PROCR,59,251,247,371,563,1196,748,346,748,459,216,662,39,119,367,405,198,239,22,384
PRODH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROM1,3888,723,1828,1698,1944,170,245,219,6101,1151,7170,4835,1828,12040,11168,18463,11768,5968,730,4468
PROP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRPF31,2959,3128,1663,2203,3032,1902,2590,2892,4340,2543,3274,4161,3871,3703,2717,3774,1925,3772,2588,4189
PRPH2,7,11,6,9,0,41,92,0,42,11,76,75,7,32,0,17,31,206,0,15
PRR5,889,291,509,812,462,749,1051,851,1038,525,1049,579,415,359,546,629,284,602,751,754
PSEN1,2534,1590,2457,2166,2078,2663,2285,1349,4057,1647,1243,2432,1639,3042,3221,2611,2632,3470,1600,4123
PSEN2,605,398,406,286,548,739,656,1122,692,369,453,649,283,283,294,673,218,502,563,652
PSENEN,2077,2451,1371,1978,2461,1963,3045,4049,5179,4245,5035,4916,3712,3033,3163,2863,2104,2768,2083,4179
PSMB3,4093,5230,2428,3977,4983,3620,4496,6282,8611,6996,12210,7333,7020,6577,4911,5246,5004,5030,3302,6284
PSMB7,6970,7167,4475,6830,7764,5045,5395,9079,12528,9484,12447,9213,9127,7464,6995,7347,6068,6631,5641,8667
PSMB8,3424,666,1067,2172,1146,1248,2215,1487,4360,3371,1466,2159,5130,1184,3946,3261,1068,842,1517,2920
PSMB9,1798,434,556,904,550,677,2323,1421,2892,2810,1562,1669,3668,1201,3596,2192,722,813,443,1665
PSMC1,4545,5098,2738,3411,5037,4553,4468,7540,7701,4219,6014,6715,4872,4976,5083,4467,4486,5571,3339,6060
PSMD4,4656,5301,2692,3306,5304,3032,3376,4317,7583,3080,5649,6014,4349,4742,4265,4526,3686,4762,4359,5421
PTAFR,90,41,51,49,65,538,185,148,230,47,42,335,15,76,267,434,132,140,54,342
PTEN,1618,836,1125,1440,1188,1807,1426,1295,1462,791,362,1661,1060,2384,1723,1796,1831,411,634,1341
PTGDR2,3,2,0,7,3,12,9,0,2,6,0,0,0,0,0,5,0,9,3,12
PTGDS,3670,305,358,1048,1558,363,267,420,9437,4251,894,940,1424,240,947,1113,158,939,856,1373
PTGER2,22,31,33,32,35,140,98,130,82,41,57,41,4,58,203,74,125,21,19,540
PTGER3,61,565,187,202,212,3267,203,3688,42,234,12,0,7,9,18,130,24,26,78,158
PTGER4,1882,1207,758,625,1384,1164,954,623,1616,807,393,1069,820,533,982,1334,351,746,1513,1051
PTGES,486,465,285,476,342,1204,12262,1089,1352,1230,2718,2624,2344,3028,841,1487,1920,2182,392,1177
PTGES2,1451,833,784,877,1370,549,541,1215,1952,1213,1271,1068,1307,1146,963,1160,691,1302,1320,1487
PTGFR,276,124,753,572,235,66,509,47,297,124,483,476,427,707,343,87,200,389,271,276
