"gene_id","SRR7819740","SRR7819751","SRR7819759","SRR7819764","SRR7819779","SRR7819802","SRR7819811","SRR7819835","SRR7819851","SRR7819862","SRR7819863","SRR7819866","SRR7819867","SRR7819869","SRR7819870","SRR7819871","SRR7819875","SRR7819885","SRR7819891","SRR7819893"
"MAVS",1016,402,758,739,810,814,533,713,440,804,799,280,388,1081,1071,960,1156,1608,403,1310
"AVP",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DEFB132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEFB129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEFB128",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"DEFB127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DEFB126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEFB116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEFB118",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"DEFB119",0,0,0,0,0,0,0,0,0,0,0,4,1,0,18,0,0,0,0,0
"DEFB122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DEFB124",7,1,0,1,1,0,4,5,2,0,8,0,3,0,0,0,0,1,9,0
"BCL2L1",309,318,430,396,394,555,492,502,311,456,408,370,263,371,495,629,368,463,225,632
"POFUT1",451,333,336,431,353,703,444,514,366,476,529,307,251,875,636,522,500,813,294,534
"MAPRE1",449,403,319,318,457,655,519,666,645,836,1047,437,413,655,589,670,676,905,263,600
"TIMM8A",235,177,156,142,215,165,199,156,296,405,325,266,276,319,283,277,247,316,226,247
"RALY",3857,2950,2249,3319,3085,2440,3572,3982,4389,4963,4108,3041,3865,5351,3802,4790,2781,3559,2769,4119
"ASIP",62,2,19,19,19,90,2,5,3,335,13,183,24,10,54,2,0,5,61,40
"DYNLRB1",2057,2006,1126,1504,2011,1791,2061,2960,3473,4413,3777,3742,1536,2944,2677,2411,2124,2767,1467,2698
"MIR499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROCR",33,151,134,226,335,670,445,206,134,425,392,271,24,68,206,244,124,139,12,216
"CPNE1",2467,2114,1704,2105,2325,2132,2829,2256,2667,3237,3084,1407,2082,2774,2361,2859,2132,3098,1731,3128
"RBM12",1119,687,829,740,815,740,434,526,680,1461,1349,466,978,1357,1304,1290,1169,1553,861,992
"MYL9",3976,3447,4867,10099,3463,2576,5153,3082,3690,7021,10014,5670,5928,8090,6093,7305,4478,10854,2153,5419
"GHRH",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1
"PI3",8778,2906,3966,8895,2705,4211,6698,5857,6562,3583,2782,10176,2640,2187,1589,10982,3235,2090,2486,9471
"SLPI",101291,18306,59863,85119,47285,190,138,2680,93026,187158,66998,36514,34611,76363,49014,44228,46901,42778,157830,59804
"WFDC2",1119,65,368,374,677,22,33,26,3066,3384,1726,1299,913,3716,1275,712,911,1118,384,1489
"CE10",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"CTSA",2469,1913,1394,1291,2995,3296,9285,5453,4584,6903,7540,1940,2451,2949,2242,3045,1878,3236,1286,5222
"MMP9",2967,41,259,155,269,179,124,1389,9500,1680,8936,1111,9826,454,497,1520,2237,2285,53,8940
"CD40",291,51,65,101,26,174,214,200,222,292,344,206,344,176,508,683,71,197,101,208
"SULF2",890,2323,318,495,1894,876,998,945,804,950,1134,528,612,534,680,1254,801,946,125,1942
"IL29L",4,5,3,6,3,0,0,0,1,0,0,5,13,0,5,3,3,3,0,3
"UBE2V1",1441,1144,810,1146,1210,1248,1652,1383,1676,1987,1525,720,1203,1299,1074,1391,1081,1436,928,1434
"MC3R",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"BMP7",63,502,113,53,307,162,99,28,71,93,41,94,5,91,111,314,69,89,89,176
"PCK1",10,903,78,29,404,29820,2,100761,9,29,0,2342,0,9,64,862,3,3,0,146
"RAB22A",254,214,289,234,307,299,250,235,190,384,244,185,136,316,246,234,381,353,149,271
"GNAS",17740,12056,9424,15444,11587,15409,19106,16097,28270,23644,21584,8502,23923,19234,13324,15494,10681,15235,11965,16763
"EDN3",13,11,7,154,11,29,33,10,37,53,18,14,3,56,8,17,5,32,51,21
"COL9A3",8,712,9,17,118,1856,10,5959,1501,28,541,213,715,130,20,37,16,79,16,116
"MIR124-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR124-2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8809",78,92,49,63,104,74,122,120,103,149,100,29,62,72,33,62,60,101,41,92
"BRCA2",1154,515,343,442,542,336,373,164,197,668,669,137,1191,885,412,352,445,669,315,362
"RXFP2",0,7,0,0,1,18,0,0,1,0,0,0,0,0,0,0,0,0,1,2
"HMGB1",10333,7584,5220,5539,6291,5481,4297,5779,5755,18277,11947,7212,8014,10592,8709,8712,6611,8950,5559,10356
"MIR8825",4,1,3,2,2,7,11,1,0,3,2,0,2,6,7,0,0,2,0,4
"SLC7A1",318,925,498,323,2136,464,237,101,88,194,357,183,107,559,502,385,913,912,167,388
"FLT3",205,48,77,102,49,225,109,37,77,219,330,118,126,154,96,99,58,77,39,225
"PDX1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPL21",23283,34908,23324,26544,33192,13137,24542,31202,17646,50984,28126,61044,35678,26021,29412,34370,20823,19913,38311,35102
"SGCG",7,743,66,14,94,2626,79,2589,220,92,5,352,9,29,65,62,0,1,7,275
"SAP18",908,1008,518,687,1010,949,840,1310,969,1684,1267,1461,1032,1045,922,1063,766,937,741,1095
"GJB2",10,4052,570,16,6687,13,0,201,72,45,4911,1602,76,58,189,34,277,444,13,737
"MPHOSPH8",757,524,511,603,657,527,381,398,401,1137,802,364,769,784,915,846,607,1023,608,1030
"PARP4",814,461,776,748,921,1506,1195,686,603,1341,1390,298,762,742,1094,768,1098,1499,522,1601
"MIR8824",283,326,199,244,340,163,192,358,262,446,295,298,287,273,270,287,158,245,318,360
"CLCN3",1082,502,968,587,869,723,491,388,254,1217,804,474,467,1195,1137,940,1185,1501,570,1227
"HPGD",8,54,80,30,27,87,8,37,10,88,13,91,5,22,80,49,9,27,4,154
"GATA4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0
"MIR8820",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"MIR124-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8821",9,5,9,14,13,12,4,12,2,3,4,3,1,17,6,7,6,12,4,7
"CLU",85681,13374,36167,95159,36957,17158,9807,9936,79704,170920,206247,76630,249830,480886,327731,104852,190414,281427,11630,203307
"ADRA1A",217,37,141,45,110,170,14,119,16,59,20,53,45,187,534,144,43,41,89,109
"MIR320",0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0
"COL4A4",10,30,39,64,42,137,14,13,8,13,5,18,7,18,6,504,12,31,0,16
"CCL20",6,21,26,2,33,5,83,0,69,13,13,85,5,66,31,75,25,22,5,22
"HTR2B",3,7,46,16,6,193,2,20,11,141,50,40,3,9,128,159,14,66,1,36
"PTMA",41543,25343,23241,24738,24428,10315,15371,5984,13914,61760,22018,33705,26264,30429,28543,33582,22786,27955,21778,32135
"PDE6D",641,534,293,548,457,443,1034,690,655,1162,908,822,687,682,598,688,521,676,376,812
"EIF4E2",473,395,306,347,485,345,509,412,484,534,577,437,385,517,437,504,339,521,306,467
"SAG",15,3,2,8,4,2,10,6,33,4,10,3,9,9,6,10,2,17,4,7
"UGT1A6",0,63,42,1,84,0,0,3,3,0,18,48,0,0,35,0,1,2,0,16
"MIR8823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRPM8",15,1,1,17,3,0,4,0,0,20,28,7,6,5,41,7,23,16,0,22
"ACKR3",51,1409,470,733,218,8472,8933,2848,538,3658,518,1022,48,213,725,763,223,460,60,2630
"COL6A3",1869,1936,1242,9813,574,14593,23956,12799,14080,12653,28947,988,469,1270,1539,3989,3794,15992,1078,6733
"MLPH",1237,177,374,195,931,7,11,57,132,731,233,195,903,530,1037,689,467,747,254,866
"MIR8822",63,25,39,23,35,48,15,75,2,29,32,9,18,36,40,60,44,104,25,62
"cOR9S7P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR9S5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COPS9",786,1122,382,656,1011,990,1608,2115,1157,2122,1544,1806,1145,919,537,981,621,749,547,1167
"MIR149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIF1A",240,9,54,17,137,4,2,3,24,66,11,45,148,38,33,107,37,37,2,197
"STK25",2001,2037,972,1825,2490,1420,2182,2784,1347,1817,1984,1099,1608,1514,1186,1895,931,1424,1354,2184
"PDCD1",19,8,13,7,1,8,5,2,21,22,20,19,29,13,27,46,19,24,0,14
"RAN",4336,4788,2556,2475,4719,3423,3460,4055,6756,9050,7999,5530,4199,4515,3620,4520,4591,5593,4632,5227
"TMEM132C",35,299,40,168,42,97,8,78,28,64,41,67,23,18,47,120,24,32,7,82
"CDK2AP1",836,646,431,617,723,349,645,278,2302,1118,1481,686,1249,1486,622,1122,759,1425,622,674
"HCAR1",9,69,8,5,12,725,3,977,0,0,0,36,3,1,7,6,4,3,4,21
"DIABLO",865,694,423,535,833,698,651,908,1471,1937,1829,1013,1005,1065,929,1027,777,920,619,1115
"IL31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P2RX7",250,192,173,130,403,76,112,47,79,237,313,159,208,289,576,330,335,406,90,376
"ATP2A2",2269,1467,1874,1762,2093,2382,1998,1647,1824,3001,3058,798,1500,3208,2498,2513,3348,4500,1134,3899
"VPS29",929,846,495,619,794,858,931,965,972,2128,1388,1240,1340,1179,1255,1043,830,1009,535,1296
"PPP1CC",1807,1173,1437,1363,1605,1613,1212,1176,842,2675,2022,1604,1078,2336,2280,2449,2456,2555,1245,2610
"MYL2",3,0,0,0,0,0,6,6,9,1240,0,692,6,0,0,0,0,0,0,5018
"OAS1",546,152,220,421,167,502,1001,277,1465,1395,1567,314,3857,2422,6110,675,2617,1166,143,695
"OAS3",622,88,249,320,290,256,370,80,369,363,415,71,795,669,1927,480,1215,790,98,432
"OAS2",1075,558,579,1225,497,1545,4238,1485,2067,3085,2816,818,4484,1874,7336,1468,3610,1902,246,1997
"NOS1",0,0,1,0,2,11,0,0,0,1,3,1,0,6,0,1,0,2,0,5
"PEBP1",3842,2240,2007,2171,2604,3937,1780,4273,2973,6362,4519,4233,2181,3618,4747,3476,2363,3144,2777,5294
"MIR8819",1203,665,590,656,803,1032,682,1370,1106,2514,1609,1237,1005,1310,1803,1286,780,912,925,1726
"HSPB8",185,1409,714,278,893,3881,2399,3982,1057,1303,414,1369,148,833,832,652,911,1492,41,1930
"RPLP0",45450,51233,47679,47691,58834,28689,33345,53078,35032,75390,43732,74493,53448,50427,43520,56990,36962,38498,80255,55853
"PLA2G1B",4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"OASL",842,346,326,615,379,430,1069,337,1099,1679,1215,453,2452,1478,4786,915,1654,667,187,954
"SELPLG",284,49,108,131,87,308,701,620,289,396,681,194,169,110,242,583,213,264,130,485
"TRPV4",97,370,80,253,336,6,79,2,535,153,281,124,170,261,156,212,144,416,30,255
"CRYBB2",0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0
"TFIP11",1425,1152,825,893,1637,836,1202,826,1280,1763,1529,595,1403,1068,1091,1551,862,927,1041,1793
"CRYBA4",47,42,26,70,49,16,22,16,41,49,53,20,43,69,26,37,22,12,77,30
"EWSR1",5063,2982,1994,2693,4598,1686,2883,2290,3435,5723,4333,1306,3852,2435,2687,3977,1668,2976,3644,4392
"NEFH",2,2,1,1,2,16,0,0,362,5,80,2,8,21,2,5,316,347,0,3
"LIF",31,10,12,15,15,13,36,5,31,24,56,13,16,44,66,229,51,107,2,31
"GAL3ST1",42,13,13,3,17,1,0,0,1,6,14,29,20,66,5,6,4,85,24,24
"SELENOM",639,557,765,1750,699,537,4011,939,3807,1591,2160,1281,1648,1748,967,1288,1169,1767,450,1194
"SLC5A1",722,137,1072,389,524,1,0,0,22,572,148,93,26,137,314,122,119,124,604,545
"SPECC1L",472,466,525,652,526,1196,586,947,283,488,858,216,415,2278,1007,770,926,2443,315,737
"ADORA2A",15,13,13,24,11,15,24,35,71,38,35,17,13,14,18,70,18,21,22,37
"MMP11",321,126,69,183,144,134,558,246,530,215,1196,118,275,106,160,878,240,511,114,222
"ZDHHC8",1421,1159,642,1131,1406,1179,1752,1076,1310,1032,1109,390,1406,803,924,1398,712,2267,808,1563
"MIR1306",40,28,26,27,43,33,31,14,18,35,26,8,7,42,21,55,39,87,28,29
"MIR185",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COMT",3268,2319,3116,2828,3177,2160,2856,2101,2361,4541,3487,2785,3403,3733,3820,3227,2429,7175,1606,5319
"MIR301B",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR130B",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MAPK1",1805,1280,1559,1318,1444,2829,1715,2082,1047,2278,2094,877,1081,2402,1987,1863,2349,2962,864,2119
"MIR8905",1,0,2,2,4,0,2,0,3,0,0,0,0,0,0,0,0,1,0,2
"PTEN",877,403,604,754,606,949,726,639,184,723,817,398,521,1156,845,895,898,201,318,670
"LIPF",0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,1,1
"CH25H",202,37,60,207,66,257,667,52,699,298,556,535,727,258,616,694,203,307,84,235
"FYTTD1",626,476,457,503,598,579,429,672,398,1057,664,699,538,878,806,844,1001,961,498,845
"BID",1770,910,983,1197,1321,616,925,587,1295,2580,1517,1232,1361,1562,1331,1428,1262,1784,990,1353
"SLC6A12",50,1,9,144,28,4,4,13,48,126,65,27,40,81,133,214,132,129,7,204
"KCNA1",13,2,15,15,6,3,1,0,5,13,4,10,5,6,5,18,11,3,6,18
"KCNA5",12,7,48,24,10,24,93,1,34,34,26,33,10,3,15,38,16,16,9,23
"VWF",1408,2489,3084,5417,1649,16513,15796,2185,5121,10168,8722,1505,735,1199,6626,15537,2690,3202,836,7383
"GAPDH",28088,24617,13425,16189,19620,18717,17796,35828,83595,45056,53116,28924,44964,55874,24753,37434,61785,57262,12060,56020
"CD4",90,32,105,128,97,317,34,38,102,285,185,74,31,89,102,1832,187,85,6,595
"GNB3",175,127,78,272,101,174,726,121,686,176,312,57,637,205,119,390,56,621,147,204
"TPI1",5222,5565,3359,4460,4722,10391,6197,21418,17636,10482,14100,7475,8713,12629,6713,8251,11139,11424,3866,9402
"MIR200C",1,0,2,0,1,0,0,0,0,3,6,0,0,0,0,4,0,0,6,2
"MIR141",4,2,0,0,4,0,0,0,0,8,2,0,1,0,0,3,0,0,3,9
"CD163",693,523,383,676,440,13266,8492,13162,1322,3380,6931,898,478,782,1755,692,1451,1947,299,6026
"SLC2A3",156,160,159,1409,87,1356,1870,627,314,352,639,245,137,689,745,1123,2497,1690,59,243
"AICDA",0,4,2,2,0,11,14,0,0,5,1,6,1,0,0,3,0,0,0,6
"KLRD1",23,21,24,17,19,74,12,60,40,57,10,47,40,0,70,61,16,9,6,35
"KLRA1",5,0,1,3,4,6,2,2,0,2,2,0,2,1,7,9,0,3,1,1
"YBX3",2988,5579,4348,3880,5473,5216,3816,5674,2270,7179,3568,4520,3458,4740,3692,5748,4321,4113,4387,9445
"TAS2R7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAS2R10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAFA-T2R12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAFA-T2R43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAFA-T2R67",2,0,2,1,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,2
"TAS2R42",1,1,0,4,1,1,1,0,0,0,0,1,0,2,0,0,0,1,0,1
"CDKN1B",1684,748,758,917,1292,529,891,476,364,1401,879,475,817,853,1718,1625,599,1059,1019,1770
"GRIN2B",0,0,0,0,0,0,0,3,0,0,0,0,1,5,3,0,2,1,0,2
"SLCO1B3",0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"IAPP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LDHB",8605,5253,4917,3350,6702,4876,2704,6941,6074,13015,5801,7756,7432,7210,2835,4107,4997,4300,5102,6706
"BHLHE41",3047,356,902,1226,767,310,241,330,1134,2353,2264,753,2874,1892,2236,3812,2814,3394,1009,2119
"INTS13",760,553,369,450,655,275,486,420,746,890,654,308,799,867,601,626,719,900,536,731
"FGFR1OP2",357,248,274,267,401,282,285,204,179,643,413,314,266,617,607,512,374,537,228,431
"MED21",287,368,160,199,405,369,320,654,563,777,563,472,212,476,334,305,294,422,152,404
"STK38L",220,140,303,324,187,599,543,246,441,526,630,226,187,398,460,432,595,992,95,348
"PPFIBP1",1301,1271,1679,2432,1483,2072,1763,846,376,1587,1393,627,461,2327,3304,2461,2263,4300,832,2201
"MRPS35",1390,645,435,555,774,509,390,779,829,2075,870,1159,1371,860,808,1016,633,805,822,892
"PTHLH",2982,120,88,124,435,70,93,11,68,1923,396,1062,1017,120,173,2179,176,693,221,703
"RAPGEF3",869,1232,614,833,1191,1125,2167,1008,409,1034,548,455,325,219,695,1490,194,689,564,936
"COL2A1",390,35,24,509,99,1,1,1,12624,191,12272,122,8157,19435,194,1486,970,735,169,145
"PFKM",1412,630,887,1008,802,463,594,545,1275,2023,1266,618,1643,3188,1674,1770,1292,2474,1121,2323
"LALBA",26975,17253,73899,54367,27891,5,28,17,18,70401,82,5547,303,6288,1496,11154,6179,516,61882,54519
"LYZF2",2538,1235,1049,1398,219,14,66,177,99,476,61,165,44,4531,714,760,698,95,367,32092
"ADCY6",1429,856,1301,808,1210,3174,1376,3034,514,800,760,322,397,872,744,970,969,1485,710,881
"LOC106557476",8306,7115,3456,6735,6763,5422,7920,5335,12567,23677,20729,9250,7920,8093,6948,6674,7630,14441,2671,11825
"TMBIM6",14735,11647,14229,9101,14931,13120,8812,16929,9844,20598,15997,11401,10208,19054,19682,16790,13464,18234,14385,22483
"AQP2",11,4,2,2,1,0,0,0,6,2,0,1,1,1,9,1,0,5,2,1
"CELA1",13,7,5,37,19,2,10,19,8,29,23,42,65,8,6,19,3,25,2,13
"NR4A1",2977,493,597,1590,2292,1624,12813,524,2061,4287,1305,1415,4782,1501,3849,6689,1242,4507,205,754
"KRT85",2,16244,333,1,13992,2,7,0,11,13,0,888,2,2,0,0,1,4,0,1035
"KRT5",11663,123144,22345,15625,145458,250,80,44,3755,21109,91770,41128,34814,6546,46386,23430,60091,69263,1575,59263
"KRT71",0,12681,229,3,12487,0,3,0,51,19,0,748,0,2,1,0,0,0,0,3233
"KRT73",4,11354,144,25,6566,3,0,0,12,11,15,127,12,3,43,24,112,45,0,700
"KRT2",1,13,304,3,34,0,0,0,6,2,5,67,1,27,8,62,8,9,0,90
"KRT1",1,10452,43620,0,30213,1,8,9,2,170,909,29000,0,0,455,0,0,2,7,42359
"KRT76",0,2,0,1,2,0,0,0,0,1,2,0,0,2,7,0,0,2,2,3
"KRT3",118,70,44,73,164,0,1,0,60,10,9,141,222,10,12,59,10,22,10,87
"KRT4",17,1,47,33,43,2,0,0,10,4,16,70,6,6,892,75,51,60,2,59
"KRT79",106,2055,1394,22,4636,19,1,3,89,94,2641,1262,32,118,1148,118,38,64,7,3054
"KRT8",29118,7016,17122,25330,23005,135,289,93,29935,53097,26461,19252,32893,46245,81977,61012,46123,66670,20921,63033
"KRT18",11900,6046,10525,15824,11032,24,97,34,6691,17326,10469,11129,17647,15097,28816,19323,20182,17768,16380,25751
"PFDN5",4406,4604,2989,5131,4439,3423,5434,8229,4552,8722,4595,8654,6972,7013,5328,6375,3687,3409,4415,6082
"HOTAIR",3,2,3,1,4,11,0,4,35,1,0,4,1,0,0,2,0,0,3,1
"MIR196A-2",2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"MIR615",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR148B",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPP1R1A",152,70,293,604,121,561,67,589,8,340,37,194,10,9,6,65,22,34,471,382
"OR9K2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR6C69G",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR6C74",0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
"OR6C69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZFAND4",184,120,154,150,153,209,139,98,146,259,232,121,153,290,326,223,229,221,66,210
"ALOX5",659,143,285,207,474,676,307,258,121,1400,422,396,514,237,616,1175,377,450,197,1147
"OR6D7",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CXCL12",547,1115,1107,2900,509,3456,5151,4404,179,3037,604,1979,239,500,1131,2176,319,610,324,2441
"RET",72,189,171,273,130,498,310,197,233,247,381,169,147,311,317,346,250,230,50,530
"MIR107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8815-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8815-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDE",596,359,1856,487,748,901,261,473,178,597,708,446,178,1195,672,557,1624,1470,326,1411
"EXOC6",497,167,327,302,241,405,246,202,110,576,292,244,243,384,528,465,421,465,315,528
"FFAR4",2,81,1,11,5,568,2,1113,12,5,5,81,0,0,0,9,0,0,0,20
"PLCE1",1013,181,1771,1053,546,593,459,206,122,722,639,181,859,2492,1560,727,852,1608,987,807
"CYP2C18",37,15,15,13,14,8,21,0,25,37,36,4,31,5,29,33,10,27,4,29
"GOT1",674,1313,425,588,1152,1134,824,1788,1483,1346,1124,867,1257,1822,765,1063,646,1263,352,1457
"ABCC2",2,0,0,0,2,1,1,9,0,0,0,0,4,7,2,0,0,0,0,0
"KCNIP2",176,110,35,78,221,40,106,28,79,110,146,60,308,64,147,108,38,193,37,118
"MIR146B",7,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,1,0,0
"ACTR1A",3023,3683,2487,2680,3966,3339,4136,3570,3892,5109,5354,2631,3545,4100,3473,3943,3310,5004,2072,4789
"MIR1307",4,1,1,0,1,1,1,0,0,1,1,0,1,0,0,2,0,0,2,0
"MIR8816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRB1",7,12,3,5,12,97,1,110,2,4,0,26,7,1,12,8,10,8,4,20
"PNLIPRP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRDX3",2523,1497,1536,1574,1623,3980,1503,5262,1638,4997,3440,2493,2445,3709,2215,1999,2712,3209,1942,2487
"FGFR2",1383,2069,595,702,1648,24,71,11,2230,701,1270,1124,1631,5927,1087,4129,404,690,557,1220
"MIR8817",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGMT",188,140,113,150,144,151,217,181,121,212,195,213,346,210,156,167,225,202,296,134
"INPP5A",436,756,426,563,602,1472,1063,1966,683,807,905,485,452,534,515,865,421,827,370,805
"MIR202",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CYP2E1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRKDC",3165,1192,1639,1598,1580,1202,1184,839,792,1702,1604,421,1984,2702,1783,1184,1944,2403,1454,1508
"UBE2V2",141,107,78,87,115,101,85,104,105,192,146,153,88,115,155,130,159,183,91,149
"SNAI2",227,453,174,383,336,466,583,467,953,519,965,258,333,906,305,925,258,701,123,219
"OPRK1",0,0,0,0,0,1,0,2,5,0,0,0,0,3,0,1,0,0,0,0
"RP1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"RAB2A",926,647,888,857,727,1555,713,984,802,2226,1577,1174,747,1879,1556,1177,1569,1601,741,1409
"ASPH",2157,1444,2421,2330,1284,6828,1591,8137,1190,4436,3048,1372,1171,4951,3108,2697,5035,4227,2451,3747
"CRH",21,19,10,15,22,13,24,7,14,35,11,17,22,14,5,26,3,14,5,20
"SGK3",122,335,230,149,305,398,85,374,41,266,290,204,89,598,352,242,354,509,171,470
"C29H8orf34",4,62,9,6,55,9,10,1,6,24,9,29,10,108,17,8,21,122,1,11
"SULF1",152,108,349,669,82,2070,1325,296,248,642,1350,201,212,1432,700,429,1420,3096,44,526
"TRAM1",1923,923,2630,1883,1107,2069,859,950,1788,6591,2945,1704,1208,4920,2516,2770,4434,4344,1615,3727
"KCNB2",20,5,14,3,30,60,10,7,0,11,4,8,14,18,34,16,3,3,1,20
"RPL7",56751,60062,56429,59495,64477,25452,35814,53239,44932,132045,68425,127350,101131,93924,68701,86026,60765,54726,91603,80114
"IL7",55,5,22,52,14,25,12,19,8,67,43,25,37,86,73,230,39,67,13,58
"HEY1",62,69,46,71,68,68,118,32,70,74,106,60,96,124,59,98,88,210,38,49
"CA1",0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"CA2",252,185,578,181,237,6,10,1,497,304,248,78,120,728,148,97,204,237,174,237
"CNGB3",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRP19",670,548,392,397,583,457,531,605,680,1064,672,777,651,711,398,622,411,695,482,608
"FER",269,101,247,249,138,382,162,298,59,277,230,121,86,405,292,214,400,484,103,279
"ARSK",184,76,126,155,100,340,201,248,105,426,314,116,121,358,361,199,102,327,237,331
"MIR9-2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CKMT2",57,20,27,48,45,12,24,3,28,440,24,69,51,25,39,42,14,46,27,565
"ARSB",159,54,138,177,72,716,401,860,193,288,482,137,66,297,270,300,275,395,117,391
"AP3B1",2152,1256,1306,1518,1476,1935,1451,1809,1529,2575,2270,918,2065,2711,1782,1920,2304,2316,1298,2659
"F2RL1",113,41,113,30,144,0,0,6,6,277,79,69,27,51,243,198,189,165,11,155
"MIR8901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR6C1K",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR8799G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJP1",3354,1775,3622,3103,2401,4094,1804,2967,935,3620,2342,823,1473,3739,4866,3310,4944,4711,2034,4324
"SELENOS",758,950,873,743,997,824,1138,747,1278,1973,1386,1110,935,1234,930,1028,858,978,925,1577
"ST8SIA2",5,3,2,16,2,0,6,0,2,6,2,3,2,3,1,2,9,3,1,0
